contact_id,sinistre_id,client_id,date_contact,canal,motif_contact,temps_attente_sec,nb_transferts,duree_traitement_min,resolution_premier_contact,escalade,satisfaction_score,nb_contacts_precedents
3363,202301512,2521,2024-04-25,telephone,piece_manquante,724,1,8,non,oui,1,0
3364,202500381,1644,2026-01-13,mail,demande_avancement,506,2,7,non,oui,1,0
3365,202500294,608,2026-01-02,telephone,relance_dossier,858,1,2,oui,non,3,1
3366,202600773,208,2026-04-12,telephone,reclamation_delai,779,0,5,oui,non,2,4
3367,202500167,3605,2025-10-29,mail,demande_avancement,539,1,3,oui,non,4,3
3368,202601738,1257,2026-04-19,mail,declaration_sinistre,408,0,3,oui,non,4,5
3369,202501387,4262,2026-03-11,mail,demande_avancement,97,2,8,non,oui,2,2
3370,202501646,3835,2026-04-21,telephone,demande_avancement,458,3,5,non,non,2,1
3371,202500043,97,2025-11-07,telephone,demande_avancement,476,1,9,oui,non,4,4
3372,202500167,3605,2026-01-16,telephone,contestation_indemnisation,472,2,8,oui,non,2,4
3373,202501879,3801,2026-01-13,telephone,demande_avancement,461,3,8,non,non,2,2
3374,202501982,4781,2026-03-25,mail,relance_dossier,177,0,15,non,oui,3,3
3375,202501972,3225,2025-10-22,mail,reclamation_delai,871,3,7,non,oui,1,5
3376,202600454,2974,2026-04-21,telephone,demande_avancement,130,1,7,oui,non,5,3
3377,202601515,3055,2026-04-14,mail,declaration_sinistre,896,2,5,non,oui,1,3
3378,202600815,4382,2026-04-03,telephone,piece_manquante,790,0,4,non,oui,1,1
3379,202600374,1614,2026-03-27,visite,expertise,899,1,30,non,oui,1,0
3380,202601077,4871,2026-04-19,telephone,piece_manquante,370,0,9,oui,non,4,5
3381,202500010,1565,2026-03-14,telephone,demande_avancement,216,2,9,oui,non,4,3
3382,202600507,4004,2026-04-04,telephone,expertise,788,1,6,oui,non,3,4
3383,202600426,2974,2026-04-07,telephone,incomprehension_garantie,91,1,7,non,oui,2,4
3384,202500844,2619,2026-03-14,telephone,expertise,27,3,7,non,oui,2,5
3385,202601123,959,2026-04-08,telephone,relance_dossier,572,0,9,oui,non,4,5
3386,202501439,801,2026-03-13,mail,piece_manquante,469,0,5,non,non,3,0
3387,202500070,2332,2026-04-04,telephone,demande_avancement,711,1,15,oui,non,3,5
3388,202600374,1614,2026-03-30,telephone,expertise,752,3,6,oui,non,2,4
3389,202600894,2163,2026-04-10,mail,declaration_sinistre,263,1,8,non,oui,3,4
3390,202500567,4794,2025-07-22,telephone,relance_dossier,861,2,8,oui,oui,1,1
3391,202500618,3352,2025-11-03,mail,declaration_sinistre,237,0,7,oui,non,5,1
3392,202600815,4382,2026-04-16,telephone,relance_dossier,303,3,9,non,oui,1,4
3393,202501162,4581,2026-03-16,visite,contestation_indemnisation,80,3,6,oui,oui,2,2
3394,202601404,224,2026-01-28,mail,piece_manquante,535,3,1,oui,oui,2,0
3395,202500508,2237,2025-07-15,mail,incomprehension_garantie,580,2,7,non,non,1,5
3396,202601666,3931,2026-04-15,telephone,contestation_indemnisation,636,1,6,non,oui,1,1
3397,202601145,3129,2026-04-13,telephone,reclamation_delai,885,1,7,oui,non,2,5
3398,202601339,767,2026-04-19,visite,relance_dossier,497,2,20,non,oui,1,2
3399,202501797,4978,2025-10-01,visite,demande_avancement,742,2,8,non,oui,1,0
3400,202501350,4349,2025-12-12,telephone,demande_avancement,487,2,7,oui,non,3,3
3401,202500753,3661,2026-03-23,mail,piece_manquante,132,2,4,oui,non,4,0
3402,202600829,221,2026-03-26,telephone,piece_manquante,70,1,7,oui,non,5,0
3403,202601468,4599,2026-03-31,telephone,demande_avancement,503,0,8,oui,non,4,4
3404,202500242,4624,2026-02-03,telephone,demande_avancement,880,2,4,oui,oui,1,0
3405,202600114,4431,2026-02-08,telephone,incomprehension_garantie,306,1,7,non,non,2,2
3406,202501297,2403,2026-03-25,telephone,piece_manquante,468,1,8,non,non,3,3
3407,202501386,3841,2025-12-19,mail,contestation_indemnisation,208,0,7,oui,non,4,1
3408,202501350,4349,2025-10-01,telephone,declaration_sinistre,806,2,6,non,oui,1,3
3409,202501205,1479,2025-08-29,visite,contestation_indemnisation,246,0,7,oui,non,4,4
3410,202601586,3149,2026-03-25,telephone,demande_avancement,355,2,7,non,oui,1,0
3411,202600997,496,2026-04-16,mail,declaration_sinistre,723,3,9,oui,non,2,4
3412,202500365,4011,2025-07-31,mail,piece_manquante,162,3,8,oui,oui,3,2
3413,202501720,2275,2025-10-11,telephone,declaration_sinistre,440,1,8,oui,non,4,1
3414,202600100,58,2026-02-25,visite,declaration_sinistre,623,1,8,non,oui,1,1
3415,202601130,3823,2026-04-21,mail,demande_avancement,489,3,4,oui,non,3,2
3416,202600115,4214,2026-04-03,telephone,declaration_sinistre,88,0,4,oui,non,5,3
3417,202601504,2207,2026-04-18,telephone,demande_avancement,303,2,8,oui,non,3,5
3418,202600894,2163,2026-04-15,telephone,relance_dossier,321,2,9,non,oui,1,2
3419,202601169,3723,2026-02-04,visite,piece_manquante,834,3,7,oui,non,2,5
3420,202600497,3383,2026-03-25,mail,declaration_sinistre,457,2,20,non,oui,1,1
3421,202600497,3383,2026-04-14,telephone,relance_dossier,517,3,10,non,oui,1,1
3422,202501315,4618,2025-11-12,telephone,reclamation_delai,150,0,9,oui,non,4,3
3423,202600156,1455,2026-01-29,telephone,demande_avancement,385,3,25,oui,non,3,1
3424,202501591,3024,2026-04-17,telephone,relance_dossier,164,0,15,non,oui,3,0
3425,202601320,255,2026-03-07,telephone,demande_avancement,30,3,5,oui,non,4,2
3426,202501549,906,2025-07-25,visite,relance_dossier,739,2,4,non,oui,1,1
3427,202501047,4548,2025-07-16,mail,demande_avancement,738,0,8,oui,non,3,4
3428,202500182,2753,2025-11-26,visite,incomprehension_garantie,729,1,9,oui,non,2,0
3429,202501541,224,2025-10-20,visite,declaration_sinistre,663,2,9,oui,non,2,4
3430,202600224,1044,2026-04-11,visite,incomprehension_garantie,755,1,9,oui,non,2,5
3431,202500566,4655,2026-03-10,telephone,relance_dossier,232,1,7,oui,non,5,3
3432,202501274,2601,2025-11-26,telephone,relance_dossier,697,2,4,non,non,1,5
3433,202601011,3836,2026-04-04,telephone,contestation_indemnisation,259,1,9,non,non,3,0
3434,202501748,2942,2026-04-03,telephone,relance_dossier,354,3,7,oui,oui,2,0
3435,202601636,2820,2026-04-03,telephone,contestation_indemnisation,741,1,9,oui,non,2,2
3436,202601320,255,2026-03-21,telephone,relance_dossier,651,1,6,oui,oui,2,1
3437,202601145,3129,2026-04-01,mail,relance_dossier,272,0,8,oui,non,5,3
3438,202600469,2658,2026-04-08,telephone,demande_avancement,667,3,4,oui,oui,1,3
3439,202600556,3937,2026-02-19,telephone,relance_dossier,832,3,10,oui,non,2,2
3440,202301192,4142,2023-12-10,visite,demande_avancement,479,0,8,oui,oui,3,5
3441,202500746,4278,2025-11-06,visite,relance_dossier,183,0,3,non,non,4,1
3442,202500043,97,2025-12-10,mail,declaration_sinistre,684,0,6,non,oui,1,0
3443,202500269,1930,2025-11-22,mail,demande_avancement,780,2,6,oui,non,2,2
3444,202501886,3963,2025-08-14,mail,declaration_sinistre,417,3,4,non,oui,1,5
3445,202601636,2820,2026-03-22,telephone,reclamation_delai,727,3,8,oui,non,1,4
3446,202601320,255,2026-03-25,mail,reclamation_delai,146,0,10,oui,non,4,2
3447,202500381,1644,2025-10-06,telephone,piece_manquante,717,2,1,oui,non,2,3
3448,202501328,1209,2026-04-04,telephone,expertise,493,1,7,oui,non,4,3
3449,202501094,3077,2026-02-01,mail,incomprehension_garantie,202,2,8,non,oui,1,5
3450,202601183,959,2026-03-23,telephone,relance_dossier,644,0,7,oui,oui,2,1
3451,202501274,2601,2026-01-02,telephone,declaration_sinistre,761,0,6,non,non,2,2
3452,202501018,108,2025-09-23,telephone,demande_avancement,209,3,2,oui,non,4,0
3453,202600735,23,2026-04-15,mail,reclamation_delai,892,1,9,non,non,1,5
3454,202601553,3331,2026-03-31,telephone,demande_avancement,431,3,7,oui,oui,2,0
3455,202600967,3716,2026-03-17,mail,contestation_indemnisation,216,1,6,non,oui,2,3
3456,202501422,2000,2026-02-17,visite,piece_manquante,691,3,9,non,oui,1,2
3457,202500055,1093,2026-01-25,telephone,expertise,40,3,9,oui,oui,3,2
3458,202500675,2104,2025-11-16,mail,declaration_sinistre,612,3,10,non,oui,1,3
3459,202601107,4211,2026-04-20,telephone,contestation_indemnisation,312,2,7,non,oui,1,4
3460,202600490,1517,2026-03-30,mail,relance_dossier,417,2,10,oui,oui,2,3
3461,202600695,1735,2026-04-20,telephone,declaration_sinistre,344,2,7,oui,oui,2,0
3462,202500241,1770,2025-09-17,mail,relance_dossier,44,1,4,oui,non,5,4
3463,202601168,3203,2026-04-08,telephone,relance_dossier,185,2,10,oui,non,4,2
3464,202500833,407,2026-03-15,telephone,demande_avancement,594,1,9,oui,non,4,4
3465,202501966,803,2025-11-18,mail,piece_manquante,242,1,8,oui,non,5,1
3466,202500294,608,2025-11-03,telephone,demande_avancement,714,0,5,oui,non,3,0
3467,202500268,4498,2026-03-12,telephone,piece_manquante,666,1,7,oui,non,3,2
3468,202601795,3990,2026-04-19,telephone,declaration_sinistre,858,0,7,oui,non,3,2
3469,202500732,4197,2026-02-05,telephone,relance_dossier,605,2,25,oui,non,2,3
3470,202600815,4382,2026-04-15,telephone,demande_avancement,42,0,6,oui,oui,4,5
3471,202601912,2846,2026-02-24,mail,declaration_sinistre,395,3,4,oui,non,3,2
3472,202601257,4710,2026-04-21,telephone,demande_avancement,305,1,7,oui,non,4,0
3473,202601437,3227,2026-02-27,mail,demande_avancement,679,2,10,non,non,1,3
3474,202500405,4367,2026-03-23,telephone,relance_dossier,854,3,25,non,oui,1,0
3475,202501376,2150,2026-01-27,mail,demande_avancement,383,3,1,oui,non,3,5
3476,202600947,849,2026-04-16,mail,relance_dossier,702,3,7,oui,non,2,2
3477,202501282,921,2025-12-19,mail,piece_manquante,91,2,7,oui,oui,3,4
3478,202600695,1735,2026-04-19,mail,reclamation_delai,385,0,8,oui,non,3,3
3479,202501957,1584,2025-09-08,telephone,incomprehension_garantie,388,1,8,non,non,2,0
3480,202601667,2825,2026-04-13,telephone,declaration_sinistre,813,3,5,oui,oui,1,1
3481,202500385,3692,2025-06-01,telephone,incomprehension_garantie,468,0,9,oui,non,3,1
3482,202501752,487,2026-03-23,mail,declaration_sinistre,256,2,7,non,oui,2,1
3483,202600322,2755,2026-02-21,telephone,demande_avancement,664,3,7,oui,oui,1,5
3484,202501053,67,2025-07-09,telephone,piece_manquante,39,1,5,non,oui,3,4
3485,202501248,4751,2025-10-04,mail,declaration_sinistre,742,3,5,oui,non,2,4
3486,202601658,2800,2026-04-08,telephone,reclamation_delai,400,2,3,oui,non,2,2
3487,202601658,2800,2026-04-07,mail,declaration_sinistre,498,2,10,non,non,2,1
3488,202600377,2614,2026-03-23,telephone,piece_manquante,208,2,8,oui,oui,3,0
3489,202601870,4716,2026-04-21,visite,piece_manquante,386,3,6,oui,oui,2,0
3490,202500492,4237,2026-03-19,mail,declaration_sinistre,605,0,6,non,oui,1,3
3491,202601443,1595,2026-04-17,telephone,declaration_sinistre,283,1,6,oui,non,5,5
3492,202501148,4532,2025-09-30,telephone,declaration_sinistre,850,0,25,oui,non,3,5
3493,202600224,1044,2026-04-21,telephone,declaration_sinistre,428,2,15,oui,non,3,2
3494,202601325,2791,2026-04-18,telephone,piece_manquante,900,0,6,oui,non,3,5
3495,202601738,1257,2026-03-30,visite,contestation_indemnisation,852,0,9,non,oui,1,1
3496,202600507,4004,2026-04-10,telephone,incomprehension_garantie,419,1,10,oui,non,3,2
3497,202501208,4838,2026-02-20,telephone,demande_avancement,75,3,3,non,non,3,2
3498,202501971,3027,2025-10-15,telephone,declaration_sinistre,185,2,9,non,oui,2,4
3499,202500865,1671,2026-01-22,mail,relance_dossier,298,1,10,oui,non,5,0
3500,202601011,3836,2026-03-05,mail,declaration_sinistre,347,1,15,oui,non,4,5
3501,202600114,4431,2026-02-27,telephone,declaration_sinistre,60,2,5,oui,non,4,2
3502,202600794,4387,2026-01-23,mail,demande_avancement,778,3,8,oui,non,2,4
3503,202600995,1092,2026-02-18,mail,expertise,339,3,10,non,non,2,2
3504,202601504,2207,2026-04-18,visite,demande_avancement,286,2,7,non,oui,2,5
3505,202501995,3009,2025-12-02,telephone,relance_dossier,467,3,9,oui,non,3,2
3506,202501386,3841,2025-10-23,telephone,demande_avancement,149,2,9,oui,non,4,2
3507,202601872,281,2026-04-15,mail,piece_manquante,650,2,7,non,non,1,1
3508,202600768,1553,2026-02-08,mail,demande_avancement,312,1,7,oui,non,4,1
3509,202601385,4095,2026-04-19,mail,piece_manquante,394,0,8,non,oui,2,2
3510,202600159,4004,2026-02-27,telephone,expertise,137,0,5,oui,non,5,3
3511,202500384,864,2026-02-21,visite,relance_dossier,556,0,8,non,non,3,0
3512,202601418,4252,2026-04-18,visite,declaration_sinistre,672,0,8,oui,non,3,5
3513,202601183,959,2026-04-06,telephone,declaration_sinistre,521,1,3,oui,non,4,5
3514,202501075,4997,2025-08-19,mail,declaration_sinistre,840,2,3,non,oui,1,5
3515,202601872,281,2026-04-16,telephone,expertise,611,2,5,oui,oui,1,3
3516,202500988,4495,2026-01-21,telephone,declaration_sinistre,428,1,7,oui,non,4,1
3517,202600787,4570,2026-03-08,mail,relance_dossier,368,2,10,oui,non,3,0
3518,202600276,3254,2026-04-13,telephone,relance_dossier,5,1,8,oui,non,5,1
3519,202501625,262,2025-08-03,telephone,expertise,144,0,6,oui,non,5,0
3520,202601709,4370,2026-04-12,telephone,demande_avancement,53,0,7,non,oui,3,5
3521,202601453,477,2026-04-21,telephone,relance_dossier,246,2,7,oui,non,4,2
3522,202501295,1714,2026-02-19,visite,incomprehension_garantie,882,3,2,non,oui,1,4
3523,202501205,1479,2025-11-01,mail,relance_dossier,216,3,7,oui,non,4,4
3524,202500168,1702,2026-02-12,mail,declaration_sinistre,539,3,4,oui,oui,2,5
3525,202601294,644,2026-03-02,telephone,declaration_sinistre,77,3,6,oui,non,4,2
3526,202600096,2573,2026-04-15,mail,demande_avancement,39,2,4,non,non,3,4
3527,202500029,1908,2025-11-19,mail,declaration_sinistre,134,3,9,non,non,3,5
3528,202600466,3346,2026-03-09,mail,expertise,665,0,8,oui,non,3,1
3529,202600707,2120,2026-04-03,telephone,declaration_sinistre,63,0,4,non,non,4,5
3530,202500918,4172,2025-10-22,telephone,relance_dossier,851,3,10,non,oui,1,3
3531,202500684,3051,2026-02-08,mail,relance_dossier,370,1,15,non,oui,2,3
3532,202601109,2961,2026-02-13,mail,reclamation_delai,235,2,8,non,oui,1,5
3533,202501032,361,2025-08-02,telephone,reclamation_delai,525,3,5,oui,non,2,0
3534,202600510,1297,2026-04-04,telephone,relance_dossier,423,3,8,non,oui,1,2
3535,202500010,1565,2025-10-10,mail,incomprehension_garantie,223,2,6,oui,oui,2,3
3536,202100279,4362,2022-07-10,telephone,expertise,653,2,15,non,oui,1,4
3537,202501696,4369,2026-04-11,telephone,contestation_indemnisation,455,3,7,non,oui,1,5
3538,202601614,3401,2026-03-23,telephone,relance_dossier,524,1,20,non,non,3,2
3539,202500691,3274,2025-09-21,telephone,declaration_sinistre,163,1,5,non,oui,3,3
3540,202500258,2207,2026-02-13,telephone,piece_manquante,70,2,3,oui,non,4,5
3541,202601651,4760,2026-02-17,mail,demande_avancement,713,2,7,oui,oui,1,2
3542,202600778,193,2026-03-05,mail,demande_avancement,438,1,9,oui,non,4,2
3543,202500184,3496,2026-02-09,telephone,incomprehension_garantie,360,3,10,non,non,1,1
3544,202501073,704,2026-02-03,telephone,contestation_indemnisation,204,1,9,oui,non,4,4
3545,202601780,829,2026-01-25,mail,demande_avancement,320,2,2,oui,non,3,0
3546,202501971,3027,2026-01-14,mail,relance_dossier,369,2,10,oui,oui,2,4
3547,202501282,921,2026-02-05,telephone,declaration_sinistre,798,2,9,oui,oui,1,1
3548,202501248,4751,2025-12-19,mail,incomprehension_garantie,436,1,7,oui,non,3,2
3549,202501905,4581,2025-11-18,telephone,incomprehension_garantie,571,2,1,oui,non,2,5
3550,202501101,2788,2026-03-26,telephone,demande_avancement,208,0,5,oui,non,5,3
3551,202501752,487,2025-12-02,telephone,relance_dossier,345,2,7,non,oui,1,0
3552,202500923,3502,2025-12-13,telephone,incomprehension_garantie,634,1,3,oui,non,2,0
3553,202601668,2309,2026-04-20,telephone,piece_manquante,799,3,7,oui,oui,1,3
3554,202601370,1427,2026-04-14,telephone,contestation_indemnisation,301,3,25,oui,non,2,3
3555,202600450,1525,2026-04-21,telephone,relance_dossier,393,0,6,non,oui,2,2
3556,202501131,1755,2026-02-04,telephone,contestation_indemnisation,828,3,4,oui,non,1,2
3557,202101134,3958,2022-01-16,mail,declaration_sinistre,335,0,9,oui,oui,3,1
3558,201900174,1575,2020-04-03,mail,contestation_indemnisation,485,2,4,oui,non,2,4
3559,202501824,581,2026-03-14,mail,piece_manquante,568,1,9,oui,non,4,3
3560,202501530,1092,2026-01-25,telephone,piece_manquante,127,3,9,oui,oui,3,0
3561,202500252,2277,2025-11-19,telephone,demande_avancement,367,0,2,oui,oui,3,3
3562,202500381,1644,2025-12-03,telephone,reclamation_delai,609,0,10,oui,non,2,0
3563,202501234,4281,2026-04-10,visite,relance_dossier,520,2,10,oui,oui,2,5
3564,202601339,767,2026-04-21,mail,relance_dossier,616,1,2,oui,oui,2,0
3565,202501624,2082,2026-01-20,telephone,declaration_sinistre,433,0,5,oui,non,4,3
3566,202501306,582,2026-04-14,telephone,declaration_sinistre,108,0,6,non,oui,3,0
3567,202501701,1654,2026-04-10,telephone,demande_avancement,241,3,3,non,oui,2,0
3568,202600090,3127,2026-02-13,telephone,contestation_indemnisation,274,3,15,oui,oui,2,4
3569,202500865,1671,2026-01-22,mail,piece_manquante,473,1,6,oui,non,4,4
3570,202601893,354,2026-02-11,mail,piece_manquante,65,1,6,oui,non,5,2
3571,202501350,4349,2025-12-20,telephone,contestation_indemnisation,72,1,8,non,oui,2,3
3572,202401875,3577,2024-09-28,telephone,relance_dossier,208,3,6,oui,non,4,1
3573,202500150,1612,2025-06-15,telephone,declaration_sinistre,424,0,6,non,oui,2,5
3574,202501924,3582,2026-04-10,telephone,declaration_sinistre,90,3,6,non,oui,2,4
3575,202500520,4218,2025-08-23,telephone,declaration_sinistre,38,2,6,non,non,3,4
3576,202600552,4246,2026-03-15,telephone,piece_manquante,412,2,7,non,oui,1,4
3577,202600289,751,2026-02-19,mail,incomprehension_garantie,464,3,8,non,oui,1,5
3578,202501269,4067,2026-04-02,mail,expertise,223,0,3,oui,non,5,5
3579,202600816,3684,2026-04-08,telephone,relance_dossier,426,1,7,non,non,3,2
3580,202601007,1152,2026-04-19,telephone,declaration_sinistre,875,2,8,oui,oui,1,0
3581,202500241,1770,2026-02-17,visite,declaration_sinistre,818,3,15,oui,oui,1,2
3582,202501815,2252,2026-02-23,telephone,demande_avancement,684,1,1,oui,non,3,3
3583,202600246,491,2026-04-17,telephone,relance_dossier,715,0,7,non,non,2,2
3584,202600857,2459,2026-04-19,mail,piece_manquante,37,2,5,non,oui,2,4
3585,202500835,4115,2025-10-20,mail,relance_dossier,324,0,5,non,oui,2,4
3586,202500305,4719,2025-11-25,telephone,reclamation_delai,568,0,6,non,non,2,1
3587,202600017,4539,2026-04-20,mail,relance_dossier,822,3,9,non,oui,1,4
3588,202500067,2745,2026-01-22,telephone,declaration_sinistre,519,2,9,non,oui,1,1
3589,202501720,2275,2025-07-08,mail,declaration_sinistre,333,0,10,non,oui,2,5
3590,202601734,2634,2026-04-13,telephone,expertise,310,1,7,oui,non,4,3
3591,202601004,417,2026-04-18,telephone,relance_dossier,444,1,7,oui,non,4,3
3592,202500268,4498,2025-11-19,telephone,reclamation_delai,114,3,3,oui,non,3,2
3593,202500403,2448,2025-09-09,telephone,piece_manquante,162,0,6,oui,non,5,3
3594,202500663,1676,2025-11-24,telephone,contestation_indemnisation,496,2,6,non,oui,1,4
3595,202501777,4906,2026-03-18,mail,demande_avancement,470,0,8,oui,non,4,2
3596,202601872,281,2026-04-16,telephone,declaration_sinistre,96,0,6,oui,non,5,3
3597,202600040,3344,2026-02-23,visite,demande_avancement,102,0,7,oui,non,5,1
3598,202600246,491,2026-04-06,telephone,relance_dossier,435,0,15,oui,oui,3,1
3599,202600816,3684,2026-03-05,mail,contestation_indemnisation,778,0,9,oui,non,2,2
3600,202600556,3937,2026-04-07,telephone,expertise,829,0,20,oui,non,3,0
3601,202600473,1654,2026-04-18,mail,relance_dossier,20,3,2,oui,oui,3,1
3602,202501972,3225,2026-03-19,telephone,relance_dossier,537,2,8,oui,non,3,4
3603,202501407,2426,2025-12-06,telephone,relance_dossier,612,3,9,oui,oui,1,3
3604,202500326,4871,2025-10-18,telephone,relance_dossier,737,1,8,oui,non,3,2
3605,202601707,2955,2026-01-18,visite,relance_dossier,635,1,6,oui,non,3,2
3606,202500835,4115,2025-11-20,mail,incomprehension_garantie,307,0,2,non,non,2,3
3607,202500075,52,2025-08-24,mail,declaration_sinistre,643,1,5,oui,non,3,4
3608,202501040,1190,2026-04-01,mail,demande_avancement,156,2,4,oui,non,4,2
3609,202601989,4066,2026-03-27,mail,declaration_sinistre,268,1,10,non,non,4,3
3610,202601284,2839,2026-03-30,telephone,reclamation_delai,266,3,15,oui,oui,2,5
3611,202501824,581,2026-04-08,visite,demande_avancement,668,0,7,oui,non,3,1
3612,202600090,3127,2026-03-12,telephone,declaration_sinistre,76,3,10,non,oui,2,0
3613,202500594,2668,2025-10-09,mail,demande_avancement,636,3,6,oui,oui,1,0
3614,202600454,2974,2026-03-23,telephone,incomprehension_garantie,702,3,7,oui,non,1,3
3615,202601636,2820,2026-04-16,telephone,piece_manquante,325,1,2,oui,oui,3,4
3616,202501973,1009,2025-10-23,telephone,demande_avancement,381,0,7,non,oui,2,4
3617,202500070,2332,2026-03-30,mail,relance_dossier,253,0,7,oui,non,5,2
3618,202501535,4426,2026-01-30,telephone,declaration_sinistre,65,1,3,oui,oui,4,1
3619,202500873,4847,2025-11-04,mail,demande_avancement,499,1,7,oui,non,4,3
